Nome;Rating;Posição Principal
Daryl Murphy;73;ST
Cristian Molinaro;73;LB/LM
Artem Rebrov;73;GK
Vladimir Bystrov;73;RW/RM
Vitolo;73;CDM/CM
Momo;73;LM/RM
Juli;73;CAM/LM
Egemen Korkmaz;73;CB
Javier Gandolfi;73;CB
Germán Denis;73;ST
Maximiliano Velázquez;73;LB
Rodrigo Braña;73;CM
Aitor Sanz;73;CDM/CM
Verza;73;CDM/CM
Edú;73;ST
Alex Baptiste;73;CB/RB
Darío Verón;73;CB
Yoshito Okubo;73;ST/LW
Yasuhito Endo;73;CAM/CM
Santiago Silva;73;ST
Jason Shackell;73;CB
Walter Erviti;73;CAM/CM
Roberto Vitiello;73;CB/RB
Mounir El Hamdaoui;73;ST
Yann Jouffre;73;RM
Alessandro Rosina;73;RW/ST
Michaël Ciani;73;CB
Rubinho;73;GK
Hakan Ar kan;73;GK
Laurent Pionnier;73;GK
Charles Itandje;73;GK
Sascha Riether;73;RB/CB
Reto Ziegler;73;CB/LM
Tom Starke;73;GK
Jean-François Gillet;73;GK
Claudio Terzi;73;CB
Tomasz Kuszczak;73;GK
Craig Gordon;73;GK
Rolando Bianchi;73;ST
Florent Balmont;73;CM
Boaz Myhill;73;GK
Stefano Mauri;73;CAM/LW
Nicolas Seube;73;CDM/CM
Markus Rosenberg;73;ST
Alexander Farnerud;73;CM/CDM
Rafael van der Vaart;73;CM/CDM
Kyle Beckerman;73;CDM/CM
Ashley Cole;73;LB
Shunsuke Nakamura;73;CAM
Rafael Márquez;73;CDM/CB
Roque Santa Cruz;73;ST
David Pizarro;73;CM/CDM
Custódio;73;CDM/CM
Braga;73;CM/CAM
Alexander Manninger;73;GK
Benjamin Nivet;73;CAM/CM
Giampiero Pinzi;73;CM
Omar Kharbin;72;ST
Oleksandr Karavaiev;72;RM/LM
David Neres;72;RW/LW
Wesley Lautoa;72;CDM/CB
Douglas Armeira;72;RB
Cengiz Ünder;72;RM/LM
Federico Chiesa;72;RM/CF
Nicolás Gorosito;72;CB
Assis;72;CDM
Henry Onyekuru;72;LM/RM
Rômulo Calsede;72;ST
Amath Ndiaye Diedhiou;72;ST/CAM
Junya Ito;72;RM/RB
Chidozie Awaziem;72;CB
Timothy Fosu-Mensah;72;RB/CDM
Mijo Caktaš;72;CAM/LM
Bernard Berisha;72;LM
Ruslan Malinovskyi;72;CAM/CM
Tammy Abraham;72;ST
Adam Ounas;72;RW/LM
Michael Santos;72;ST/RM
Gojko Cimirot;72;CM/CDM
João Bruiñeira;72;GK
Nilsito Vilela;72;ST/CAM
Leandro Vivenço;72;ST
Adrián Burnabão;72;CAM/CF
Jessé Ledeiro;72;CAM/CF
Jairinhazo;72;CAM/CM
Leordinho Paes;72;CAM/LM
Alessinito;72;CDM/RM
Porphirinho;72;CDM/CM
Marcos Paneira;72;CDM/RM
Pimentiscinho;72;CDM/CAM
Timo Triano;72;CDM/CM
Rubem Esteiro;72;CDM/CM
Otávinho Vila;72;CDM/CM
Miltisco Paulino;72;CB
Denaldo Carneiro;72;CB
Ailtio Coelho;72;CB
Pombaxinho;72;CB
Sanaldo Caiado;72;CB
Silvosinho;72;RB/RWB
Mauro Cildinho;72;RB
Jeff Meirson;72;LB
Joshuando Sá;72;LB/LWB
Jonas Damasto;72;LB
Walter Silvieiro;72;ST
Cristian Lodeira;72;ST
Thiago Alminxa;72;ST/RW
Santi da Bruma;72;ST/RM
Michel Cruceiro;72;CDM/CM
Mauro Riboas;72;CAM
Carleto Costinha;72;CAM/RM
Juliano Mascarinhas;72;CDM
Clayton Fildeiras;72;CAM/CM
Estevão Candeira;72;CB
Vanderlei Cõembra;72;CB/LB
Wellington Sabrão;72;CB/LB
Youssef Ait Bennasser;72;CM/CDM
Stefano Sensi;72;CDM/CM
Alexander Barboza;72;CB
Jacek Góralski;72;CDM/CM
Jorge;72;LB
Mbilla Etame;72;LM/RM
Maksym Malyshev;72;CDM/CM
Costinha;72;CAM/LM
Gil Dias;72;RW/ST
Amilton;72;RW/RM
Karim Onisiwo;72;RM/ST
Borja Valle;72;LM/CAM
Óscar Estupiñán;72;ST
Jhon Murillo;72;RW/LW
Florian Grillitsch;72;CM/LM/RM
Ricardo Lopes;72;RM/LM
Daniel Buitrago;72;CAM
Diego Viera;72;CB
Marko Dmitrovi ;72;GK
Álex Remiro;72;GK
Diego González;72;CB
Axel Sjöberg;72;CB
Baldomero Perlaza;72;CDM/CM
Rubén Duarte;72;LB
Marcus Coco;72;RM/ST
Cristian Omar Espinoza;72;RM/ST
Uche Agbo;72;CM/CB
Jordan Morris;72;ST
Jean-Kévin Augustin;72;ST/RW
Alexandr Golovin;72;LM/CDM
Guido Rodríguez;72;CDM/CM
Ahmet O uz;72;RB
Ellyes Skhiri;72;CDM/CB/RB
Castro;72;ST/CAM
Kevin Lasagna;72;ST
Bustinza;72;CB/RWB
Goran  auši ;72;CM/CDM
Yann Bodiger;72;CDM/CM
Walter Montoya;72;RM/RW
Jérémie Boga;72;RM/CAM/LM
Fábio Martins;72;LW/RW
Hiroki Yamada;72;LM/CM
Germán Lanaro;72;CB
Derrick Luckassen;72;CDM/CB
Ivaylo Chochev;72;CM
Crislan;72;ST
Jonathan Rodríguez;72;ST
Robert Bauer;72;LB/CDM
Orkan Ç nar;72;RM/LM
Wout Weghorst;72;ST
Munir;72;GK
Edoardo Goldaniga;72;CB
Zé Manuel;72;ST/LM
Numan Çürüksu;72;CB
Ivan Mo ini ;71;CM/CDM
Elvis Kokalovi ;72;CB
Marvelous Nakamba;72;CDM/CM
Manabu Saito;72;LM
Rolando Aarons;72;LM
Timothy Castagne;72;RB
Unai López;72;CM/RM/CAM
Lukas Klostermann;72;RB
Elmir Nabiullin;72;LB/LW
Donis Avdijaj;72;CAM/ST
Carlos Gruezo;72;CDM/CM
Nahuel Leiva;72;RM/LM
Nano;72;ST/LM
Donny van de Beek;72;CM/CAM
Estéfano Arango;72;RM/LM
Alexis Pérez;72;CB
Abdelhak Nouri;72;CAM/LW
Dario Rodríguez;72;ST/RM
Ezequiel Ponce;72;ST/LM/CF
Gastón Silva;72;CB/LM
Renato Tapia;72;CM/CDM
Demarai Gray;72;LM
Daniel Hernández;72;CAM/RM
Federico Ricci;72;RW/LW
Jonatan Cristaldo;72;ST
Norbert Gyömbér;72;CB
Gabriel Castellón;72;GK
Matías Pisano;72;RM/CAM
David Costas;72;CB
Roger Martínez;72;ST
Thomas Didillon;72;GK
Andrés Mosquera;72;CB
Yony González;72;CAM
Diego Galo;72;CB
Rober Ibáñez;72;RM/LM
Claudio Aquino;72;CAM/RM
Derley;72;ST
Pablo Galdames;72;CM/CDM
Rafa Soares;72;LB
Alejandro Silva;72;RW/RB
Facundo Sánchez;72;RB
César Fuentes;72;CDM/CM
Yuya Kubo;72;CF/CAM
Andre Blake;72;GK
Bruno Henrique;72;CM/CDM
Emanuele Suagher;72;CB
Hernán Menosse;72;CB
Léo Dubois;72;RB/LB
Daley Sinkgraven;72;LB/CAM
Danilo;72;LB
Joost van Aken;72;CB
André Claro;72;ST/LW
Lorenzo Pasciuti;72;RM/LM
Nery Domínguez;72;CDM/CM
Gabriel Vargas;72;ST
Rafael Delgado;72;LB
Renato González;72;CAM/LM
Matteo Mancosu;72;ST
Unai Garcia;72;CB
Matt Miazga;72;CB
Lucas Evangelista;72;CAM
Marcelo Meli;72;CM
Jonathan Silva;72;LB
Lucas Albertengo;72;ST
Lucas Melano;72;RW/RM
Francisco Cerro;72;CM
Washington Camacho;72;LM/CM
Gonzalo Verón;72;LM/ST
Martín Rolle;72;CAM
Diego Braghieri;72;CB
Bruno Bianchi;72;CB
Pablo Alvarado;72;CB
Martín Benítez;72;LM/RM
Claudio Riaño;72;ST
Óscar Opazo;72;RB/LM
Martín Rodríguez;72;RW/CAM
Rodrigo Gómez;72;LM/RM
Marlon Piedrahita;72;RB
Román Torres;72;CB
Jorge Aguirre;72;CAM
Leonardo Valencia;72;CAM/LW
Felipe Aguilar;72;CB
Antony Silva;72;GK
Didier Moreno;72;CDM
Ayron del Valle;72;ST
Yeison Gordillo;72;CDM
Francisco Meza;72;CB
Jonathan Lopera;72;CB/CDM
Aketxe;72;CAM/CM
Alexander Fransson;72;CDM/CM
Paddy McNair;72;CDM/RB
Fausto Tienza;72;CDM/CM
Somália;72;RB/RM
Albizua;72;CB/LB
Kim Jin Su;72;LB
Tozé;72;CAM/LM
DeAndre Yedlin;72;RB
Ludwig Augustinsson;72;LB
Davie Selke;72;ST
Maxime Chanot;72;CB
Tiago Silva;72;CAM
Alberto Martín;72;CDM/CM
Kenan Karaman;72;RM/ST
Brandon Mechele;72;CB
Philipp Max;72;LB/LM
Mohamed Abdul Shafy;72;LB
Kevin Möhwald;72;CAM
Pere Pons;72;CM/CDM
Carlos Hernández;72;CB
Tom Lawrence;72;LM/RM
Ibrahim Amadou;72;CDM/CM
Pavel Mogilevets;72;CM/CDM
Elsinho;72;RB/RM
Wanderson;72;RM/LW
José Mari;72;CDM/CM
David Accam;72;LM/LW
Nicolás Martínez;72;RM/LM
Haitam Aleesami;72;LB/LM
Fouad Chafik;72;RB
Albert Rusnák;72;CAM/LW
Rui Silva;72;GK
Filippo Falco;72;CAM/LW
Cristian Pellerano;72;CM/CDM
Hélder Lopes;72;LB
Hany Mukhtar;72;CAM
Joris van Overeem;72;CAM/CM
Maciej Gajos;72;CM/CAM
Christian Günter;72;LB
Siebe Schrijvers;72;CF/RM/LM
Joey Pelupessy;72;CDM/CM
Milan Viloti ;72;CB
Branimir Hrgota;72;ST/LM
Nabil Ghilas;72;ST
Ádám Gyurcsó;72;LM/RM
Lorenzo Lollo;72;CM/CF
Jehad Al Hussien;72;CAM/ST
Fahad Al Muwallad;72;LM/ST
Harrison Henao;72;CDM
Óscar Plano;72;RM/CAM
Peter Ankersen;72;RB
Andrew Wooten;72;ST/RM
Ibrahima Cissé;72;CDM/CM
Bryan Cristante;72;CM/CDM
Patrick;72;RB/LB
Ju Se Jong;72;CM/CDM
Leandro Fernández;72;ST
Tom Rogi ;72;CAM
Alexander González;72;RM/LM
Ryan Fraser;72;LM/RM
Syam Ben Youssef;72;CB
Giannis Skondras;72;RB/CB
Emil Krafth;72;RB
Kenneth Omeruo;72;CB
Robin Olsen;72;GK
Marcus Rohdén;72;CM/CDM
Slobodan Medojevi ;72;CDM
Alexis Henríquez;72;CB
Stef Peeters;72;CAM/CDM
Kevin Stewart;72;CDM/CM
Jack Grealish;72;LM/CAM
Nir Bitton;72;CDM
Iván López;72;RB/RWB
André Biyogo Poko;72;CM/RB/RM
Eric Mathoho;72;CB
Edgar Salli;72;ST/LM
Alessio Cragno;72;GK
Lenny Nangis;72;RM/CAM
André Sousa;72;CAM/LM
Luca Ceppitelli;72;CB
Luca Antei;72;CB
Niclas Füllkrug;72;ST
Djaniny;72;ST/RW/LW
Gonzalo Espinoza;72;CM/CDM
Guillaume Hubert;72;GK
Filip Novák;72;LB
Oscar Lewicki;72;CDM/CM
Rachid Alioui;72;ST/RW
Dieumerci Ndongala;72;RM
Clerc;72;LWB/LB
Rafael Baca;72;CDM/CM
Renato Ibarra;72;RM
Philipp Hosiner;72;ST
Luis Advíncula;72;RB/RM
Stefano Marzo;72;RB
Gervasio Núñez;72;LM/CAM
Tomer Hemed;72;ST
Edgar Badía;72;GK
Stelios Kitsiou;72;RB/CDM
Tommy Smith;72;RB
Leonardo Blanchard;72;CB
Nuno Henrique;72;CB
David Pavelka;72;CDM/CM
Jamaal Lascelles;72;CB
Ismaël Diomandé;72;CDM/CM
Britt Assombalonga;72;ST
Luccas Claro;73;CB
Héctor;72;LB/LWB
Yun Il Lok;72;LM/CM
Thulani Serero;72;CM/CDM
Alexander Miloševi ;72;CB
Jean-Christophe Bahebeck;72;ST/LM
Tom Carroll;72;CM/CDM
Danny da Costa;72;RB
Martos;72;CB
Hernán;72;CDM/CM
Aden Flint;72;CB
Stuart Armstrong;72;CM
Justin Meram;72;LM/CAM
Ergys Kace;72;CM/CDM
Moses Odubajo;72;RB
Alfredo Morales;72;CM/CDM
José Luis Fernández;72;LM
Luis Carlos Arias;72;CAM/LB
Nicolas Benezet;72;LM/RM
Alfred Gomis;72;GK
Alexander Søderlund;72;ST
Simon Thern;72;CAM/CM
Juan Sánchez Miño;72;LM/CM
Andreas Cornelius;72;ST
Attila Fiola;72;RB/CB
Marco Capuano;72;CB
Uffe Bech;72;RM/LM
Sami;72;LM/RM
Cristiano Biraghi;72;LB/LM
Mohammed Abu;70;CDM/CM
Frederik Sørensen;72;RB/CB
Robert Žulj;72;CF/ST
Christian Gytkjær;72;ST
Frederik Rønnow;72;GK
Kasper Kusk;72;RM
Ledian Memushaj;72;CM
Errasti;72;CDM/CM
Mickaël Le Bihan;72;ST
Taras Burlak;72;CB
Rafael Martins;72;ST
Benjamin Corgnet;72;CAM/CM
Deniz Y lmaz;72;ST/RM
Mihai R du ;72;LM/CAM
Bruno Uvini;72;CB
Isaac Cuenca;72;RM/RW/RWB
Christopher Schindler;72;CB
Camilo;72;ST
Luis Pedro Cavanda;72;RB
Mike te Wierik;72;CB/RB
Adama Soumaoro;72;CB/LB
Michael Esser;72;GK
Nicolai Boilesen;72;LB
Miloš Kosanovi ;72;CB
Ahmet  lhan Özek;72;RM/LM
Léo Lacroix;72;CB
Lars Unnerstall;72;GK
Romain Métanire;72;RB
Balázs Megyeri;72;GK
Taulant Xhaka;72;CDM/RB
Michael Gregoritsch;72;CAM/LM/RM
Matías Aguirregaray;72;LB/RB
Pablo Chavarría;73;ST/RM
Mathieu Duhamel;72;ST
Marc Rzatkowski;72;CM/CAM
Manuel Riemann;72;GK
Anthony Losilla;72;CDM
Amir Abrashi;72;CDM/CM
Ji Dong Won;72;ST/LM
Álex Fernández;72;CM/CDM
Mehmet Batdal;72;ST
Dennis Appiah;72;RB
Sergey Tkachev;72;RM/CAM
Isaac Cofie;72;CM/CDM
Uroš  osi ;72;CB
Raoul Cedric Loé;72;CDM/CM
Carlos Ruiz;72;CB
Johan Larsson;72;RB
George Thorne;72;CDM
Bryan Oviedo;72;LB
Greg Cunningham;72;LB/CB
Marcel Büchel;72;CM
Damian D browski;72;CDM/CM
Alex;72;LM/RM
Yann-Erik de Lanlay;72;LW/RW
Pajtim Kasami;72;CM/CAM
Juninho;72;CM
Dejan Lazarevi ;72;LM/RM
Nuno Reis;72;CB/CDM
Oscar Boniek García;72;LM/CAM
Baena;72;CDM/CM
Mathew Leckie;72;LW/ST
Rizvan Utsiev;72;RB
Cristian Erbes;72;CDM
Ryan Mendes;72;RM/LM
Diego Contento;73;LB
Fuentes;72;LB/LWB
Rafa  Gikiewicz;72;GK
May Mahlangu;72;CAM/CM
Dorian Lévêque;72;LB
Flavio Paixão;72;RM/ST
Adam Forshaw;72;CM/CDM
Portillo;72;CAM/RM/CM
Izet Hajrovi ;72;RM/CM
Juan Domínguez;72;CDM/CAM
Cauê;72;CDM
Žarko Tomaševi ;72;LB/CB
Vasco Regini;72;LB/CB
Marcel Correia;72;CB
Diego Novaretti;72;CB
Douglas;72;RB/RM
Andile Jali;72;CM/CDM
Fabian Giefer;72;GK
Aleksandar Ignjovski;72;RB/LB
Ben Marshall;72;RM/RB
Iván Pillud;72;RB
Bram Nuytinck;72;CB
Matthieu Saunier;72;CB
Mateusz Klich;72;CM/CAM
Mustapha Diallo;72;CDM/CM
Fabián Rinaudo;72;CDM/CM
Mauro Formica;72;CAM
Mads Fenger;72;CB
Rene Krhin;72;CDM/CM
Takeshi Aoki;72;CB/CDM
Salman Al Faraj;72;CM/CDM
Cyriac;72;ST
Rhayner;72;LM/RM/ST
Adam Smith;72;RB
Callum McManaman;72;RM/RW
Eugenio Lamanna;72;GK
Diego Álvarez;72;ST
Danijel Aleksi ;72;CAM/RM
Ike Opara;72;CB
Yassine El Ghanassy;72;LM
Nenad Krsti i ;72;CM/CAM
Daniel Opare;72;RB/LB
Bernard Parker;72;CF/LM
Enock Kofi Adu;71;CM/CDM
Soni Mustivar;72;CDM/CM
Guedes;72;ST
Stoppila Sunzu;72;CB/CM
Mamadou Samassa;72;GK
Ali Gadzhibekov;72;CB/RB
Marcelo Toscano;72;ST/LW
Samuel Armenteros;72;ST
Ramalho;72;CB/RB
Lillo;72;RB/CB/RWB
Davy Claude Angan;72;ST/LM
Víctor Vázquez;72;CM/CAM
Aridane;72;CB
Candeias;72;RM/LM
Junior Hoilett;72;LM/CF
Artur Sobiech;72;ST
Junior Stanislas;72;RM/LM
Cristian Pasquato;72;CAM
Lorenzo Ariaudo;72;CB
Florian Jungwirth;72;CDM/CB
Jens Hegeler;72;CB/CM
Samuel Souprayen;72;LB
Néstor Calderón;72;LM/RM
Francesco Renzetti;72;LB/LM
Libor Kozák;72;ST
Michael Morrison;72;CB
Johannes Flum;72;CDM/CM
Semir Štili ;73;CAM/CM
Marvin Martin;72;CAM/CM
Bruno Ecuélé Manga;72;CB
Lex Immers;72;ST/CM
Adama Valentin Diomande;72;ST
Artem Kravets;72;ST
Ond ej  el stka;72;RB/CB
Edwin Hernández;72;LB
Sergey Pesyakov;72;GK
David Meyler;72;CM
Jiloan Hamad;72;RM/CAM
Carlos Peña;72;CM/CAM
Israel Jiménez;72;RB
Ashley Barnes;72;ST/CAM
Tsepo Masilela;72;LB
Güray Vural;72;LB/LM
Tamás Kádár;72;LB
Nicolás Peric;72;GK
Juan Cala;72;CB
Salustiano Candia;72;CB/LB
Tommy Smith;72;CB
Rodolfo Cota;72;GK
Denis Odoi;72;RB/LB
Vasco Fernandes;72;CB
Panagiotis Glykos;72;GK
Chris Martin;72;ST
Nicolás Sánchez;72;CB
Michiel Kramer;72;ST
Ádám Bogdán;72;GK
Julien Cétout;72;RB/CB
Luis Ardente;72;GK
Sergio Tejera;72;CDM/CAM
Lasse Vibe;72;ST/RM
Vincent Nogueira;72;CM/CDM
Mohammed Abdellaoue;72;ST
Jean-Armel Kana-Biyik;72;CB
Ima Faneva Andriatsima;72;ST
Avdija Vršajevi ;72;RB/LB
Jonathan Hogg;72;CDM/CM
James Henry;72;RM/CAM
Davide Di Gennaro;72;CM
Steeven Langil;72;LM/RM
Guy-Roland Ndy Assembe;72;GK
Casado;72;LB
David González;72;GK
Jan Morávek;72;CM/CAM
Krisztián Németh;72;ST/CAM
Fedor Kudryashov;72;LWB/CB
Rincón;72;CB
Aly Cissokho;72;LB
Rasmus Bengtsson;72;CB
Damien Marcq;72;CDM/CM
Carlão;72;CB/CDM
Ceyhun Gülselam;72;CDM/CM
Lulinha;72;ST/CAM
Ragnar Sigurðsson;72;CB
Zoltán Stieber;72;CAM/LM
Maurice Edu;70;CDM
Miguel Samudio;72;LB
Bakary Sako;72;LM
George Boyd;72;RM
Taras Mykhalyk;72;CDM/CB
Alex Pearce;72;CB
Gilles Cioni;72;RB
Wout Brama;72;CDM/CM
Scott Arfield;72;LM/CM
Nenê;72;ST
Seth De Witte;72;CB/CDM
Romain Brégerie;72;CB/CDM
Mehmet Güven;72;CDM
Mario Vran i ;72;CM/CAM
Ángel;72;ST
Carlos Felipe Rodríguez;72;GK
Timothy Derijck;72;CB/CDM
Manuel da Costa;72;CB
Suso Santana;72;RM/CAM
Gustav Svensson;72;CB/CDM
Ruben Yttergård Jenssen;72;CM/CDM
Nuno Coelho;72;CDM/CB
Patrick Ebert;72;RM/LM
Tobias Werner;72;LM
Mark Milligan;72;CDM
Hugo Droguett;72;CAM/LM
Máyer Candelo;72;CAM
McDonald Mariga;72;CDM/CM
Sebastian Boenisch;72;CB/RB
Marcin Robak;72;ST
Zlatan Ljubijanki ;72;ST/RWB
Thomas Matton;72;LM/CF
Samir Ujkani;72;GK
Sébastien Siani;72;CM/CDM
Constant Djakpa;72;LB/LM
Pablo Barrera;72;RM
Ramón Fernández;72;CAM
Adrian Mariappa;72;RB/CB
Lee Tomlin;72;CAM/LM
Ramon Leeuwin;72;CB
Matteo Ardemagni;72;ST
Joey van den Berg;72;CDM/CB
Matías Fritzler;72;CDM
Gonzalo Bergessio;72;ST
Bilal K sa;72;CM/CAM
Luso;72;CDM/CB
Carpio;72;RB
Toquero;72;ST/LM
Pablo Granoche;72;ST
Miku;72;ST/CF
Hugo Vieira;72;ST
Sam Hutchinson;72;CDM/CB
Andreas Ulmer;72;LB
Aldo Leão Ramírez;73;CM
Carmona;72;RM/CM
Issiar Dia;72;RM/ST
Marcelo Oliveira;72;CB
Nsue;72;RB/RWB
Adem Büyük;72;LM/ST
Jorge Torres Nilo;72;LB
Oscar Ustari;72;GK
Gökhan De irmenci;72;GK
Marc Pugh;72;LM
Alexandr Bukharov;72;ST
Molinero;72;LB/RB
Cristian Villagra;72;LB
Stephen Ward;72;LB
Édouard Duplan;72;CAM/RW
Edinho;72;ST
Steven Fletcher;72;ST
Lee Wallace;72;LB
Chris Wondolowski;72;ST
Christophe Mandanne;72;ST/CF
Jonny Hayes;72;LM
Matt Jarvis;72;LM/RM
Franck Berrier;72;CAM
Abou Diaby;72;CDM/CM
David Jones;72;CM
Mark Bunn;72;GK
Florian Klein;72;RB/RM
Sebastián Viera;72;GK
Steven Taylor;72;CB
Kasper Hämäläinen;72;CAM/ST
Marco Schneuwly;72;ST/CF
Salva Sevilla;72;CAM/CM
Pablo Álvarez;72;LB/RB
Zé Castro;72;CB
Uwe Hünemeier;72;CB
Djamel Mesbah;72;LB/LM
Moritz Stoppelkamp;72;LM/CM
Pedro López;72;RB/RM
Mauricio Molina;72;CAM
Bartosz Bia kowski;72;GK
Valeric  G man;72;CB
Alejandro Faurlín;72;CDM/CM
Lucas Licht;72;LB
Magnus Wolff Eikrem;72;RM/CM
Darío Cvitanich;72;ST
Dean Marney;72;CM
Bradley Johnson;72;CDM/LM
Erdal K l çaslan;72;LM/CAM
Espen Ruud;72;RB
Dmitriy Torbinskiy;72;CM/CDM
Manu Del Moral;72;ST/RM/CAM
Iván Alonso;72;ST
Susaeta;72;RM
Seoane;72;CDM
Dorca;72;CDM/CAM
Bruno Saltor;72;RB
Leandro Greco;72;CM/CDM
Sercan Y ld r m;72;RM/LM
Bekir  rtegün;72;CB/RB
Serdar Kurtulu ;72;RB
Mariano Pavone;72;ST
Diego Colotto;72;CB
Jonathan Bottinelli;72;CB
Javi Guerra;72;ST
Alan Hutton;72;RB
David Nugent;72;ST/CAM
Omar Pérez;72;CAM
Almen Abdi;72;CM/LM
Toño;72;GK
Gonçalo Brandão;72;CB
Brett Holman;72;CAM/CM
Kevin Stuhr-Ellegaard;72;GK
Michael Turner;72;CB
Jan-Ingwer Callsen-Bracker;72;CB
Giulio Migliaccio;72;CM/CDM
Killian Overmeire;72;CDM/CM
Michael Liendl;72;CAM/CM/RM
Steve Sidwell;72;CM/CDM
Paul McShane;72;CB
Merter Yüce;72;CDM/CM
Giandomenico Mesto;72;RB/RWB
Hugo Campagnaro;72;CB/RB
Christian Schulz;72;CB
Fabio Coltorti;72;GK
Christian Bermúdez;72;LM/CAM
Thibault Giresse;72;LM
David Navarro;72;CB
Duda;72;CAM/RM
Pelegrín;72;CB
Hamit Alt ntop;72;CDM/RM
Fahid Ben Khalfallah;72;LW/RW
Davide Brivio;72;LB
Gianluca Pegolo;72;GK
Peter Niemeyer;72;CDM/CB
Alou Diarra;72;CDM/CM
Alaeddine Yahia;72;CB
Angelo Palombo;72;CM/CDM
Cristian Ledesma;72;CDM/CM
Tim Cahill;72;CAM/CM
Julián Speroni;72;GK
Olivier Deschacht;72;CB/LB
Abdou Kader Mangane;72;CB/CDM
Tobias Hysén;72;ST
Nils-Eric Johansson;72;CB
Benoît Pedretti;72;CDM/CM
Lionel Mathis;72;CDM/CM
Johan Wiland;72;GK
Andreas Isaksson;72;GK
Rickie Lambert;72;ST
Scott Parker;72;CDM/CM
Gustavo Blanco Leschuk;71;ST
Vinícius;71;CB
Matej Mitrovi ;71;CB
Ji í Pavlenka;73;GK
Jaromír Zmrhal;74;LM/RM
Jan Sýkora;71;CM/LM/CDM
Túlio Sandoiro;71;ST
Marlion Rolim;71;CAM
Martin Cordeia;71;CAM/CM
Marlion Simões;71;LB/CM
Enzo Merques;71;LB
Alam Lindeiro;71;LB
Mateo García;71;LM/RM
Álvaro Jiménez;71;RM
Lazar Rosi ;71;CB
Yevhen Shakhov;71;CAM/CM
David Terans;71;LM/CAM
Ramón Folch;71;CDM/CM
Perdigão;71;RW
Jony Reitosa;71;RB
Vágner Corraldo;71;LB
Eduardo Fonseira;71;GK
Nathael Silbeira;71;GK
Ramadan Sobhi;71;LW/LM
Amr Warda;71;RM/CAM
Gaku Shibasaki;71;CM/RM
Gen Shoji;71;CB
Yuki Kobayashi;71;CM/CDM
Kosei Shibasaki;71;CAM/CF
Takuma Asano;71;LM/CM
Sebastián Bertoli;71;GK
Carlos Ponck;71;CB/CDM
Luka Jovi ;71;ST
Dimitris Chatziisaias;71;CB
Santiago Ascacibar;71;CDM
Collins Fai;71;RB/LB
Marko Gruji ;71;CM/CAM
Amine Harit;71;CAM/LM
Giorgi Aburjania;71;CDM/CM
Kim Dong Joon;71;GK
Carlos Muñoz;71;ST
Denis Tkachuk;71;LM
Jaime Carreño;71;CM/CDM
Arnold Issoko;71;RM/RB
Hugo Rubiães;71;CDM/RB
Nascimentardo;71;CAM/CF
Paulao Junqueiras;71;ST
Paulolettinho;71;CAM/RW
Tiago Pombeira;71;CAM
Vieiraldo Junior;71;CDM/LB
Luis Couprins;71;CDM
Sandelas Júnior;71;CDM
Natinho Mestres;71;CB
Barbosaldinho;71;CB/RB
Alexandre Frandeira;71;CB/CDM
Nuno Padrenda;71;CB/RB
Tony Muttinho;71;RB/RM
Tramontinaldo;71;RB/RM
Edsinho Torres;71;LB
Wiliam Santinho;71;GK
André Milazisco;71;GK
Josué da Feira;71;ST
Eltildo Bessa;71;ST/LW
Heltinho Melo;71;CAM/RB
Adeilson Gesser;71;CAM
Alex das Freitas;71;CDM/CM
Heitor Gesse;71;LB
Assane Dioussé;71;CDM/CM
Saif Al Hashan;71;CAM
Jordi Calavera;71;RB
Milan Gaji ;72;RB
Rade Krunic;71;CM
Tiago Mesquita;71;RB
Marco Baixinho;71;CB/CDM
Campillo;71;CAM/ST
Alexandr Zhirov;71;CB
Denis Zakaria;71;CM/CDM
Alejandro Camargo;71;CDM/CM
Robert Herrera;71;CB
Sak b Aytaç;71;LB/CB
Zeki Y ld r m;71;CDM
Dion Cools;71;LB/RB
Bruno Valdez;71;CB/RB
Robin Lod;71;CAM/CF
Almamy Touré;71;RB
Lucas Tagliapietra;71;CB
André Franck Zambo Anguissa;71;CM/CDM
Ignacio Malcorra;71;LM/CM
Nik Omladi ;71;RM/CM
Takumi Minamino;71;RM/LW
Ricardo Valente;71;LW/ST
Roger Assalé;71;LW/LM
Jesús Gallardo;71;LM
Benjamin Verbi ;71;RM/LM
Cecilio Domínguez;71;RW/LW
Marlos Moreno;71;LM/ST
Leonardo Suárez;71;CAM
Adama Traoré;71;CM/CAM
Rachid Aït Atmane;71;CDM/CM
Mimoun Mahi;71;CF/LW
Mamadou Sylla;71;ST
Thabo Rakhale;71;RW/CAM
Kevin Diks;71;RB
Gian Marco Ferrari;71;CB
Arnaud Lusamba;71;CAM/RM
Rafael Defendi;71;GK
Andrézinho;71;CAM/CM
Philipe Sampaio;71;CB
Ramy Bensebaini;71;LB/CDM
Carlos Henao;71;CB
Erick Aguirre;71;RB/CM
Luís Aurélio;71;RW/CM
Agustín Farías;71;CDM/CM
Juan Muñoz;71;ST/CAM
Adam Maruši ;71;RB/RM
Andreas Bouchalakis;71;CM/CAM
Anastasios Avlonitis;71;CB
Ivan Kova ec;71;LM
Yacine Bammou;71;ST/LM
Anderson Correia;71;LB/LM
Gideon Jung;71;CDM/CB
Robin Gosens;71;LB
Sergio Rochet;71;GK
